# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "12" "-p" "-O" "-Q" "5" "-t" "exon" "-g" "ID" "-a" "PlasmoDB-61_PfalciparumHB3.gff" "-o" "pipeline_output/counts/combined_counts.txt" "pipeline_output/bam/combined.bam" 
Geneid	Chr	Start	End	Strand	Length	pipeline_output/bam/combined.bam
exon_PfHB3_020014200-t41_1-E1	PfHB3_02	367996	369519	-	1524	34
exon_PfHB3_130057300-t41_1-E1	PfHB3_13	2062994	2064484	+	1491	349
exon_PfHB3_130057300-t41_1-E2	PfHB3_13	2064573	2068373	+	3801	979
exon_PfHB3_130057300-t41_1-E3	PfHB3_13	2068532	2068650	+	119	41
exon_PfHB3_130057300-t41_1-E4	PfHB3_13	2068867	2068936	+	70	23
exon_PfHB3_010008500-t41_1-E1	PfHB3_01	135990	143115	+	7126	5325
exon_PfHB3_010008500-t41_1-E2	PfHB3_01	143366	146423	+	3058	1890
exon_PfHB3_010008500-t41_1-E3	PfHB3_01	146643	146982	+	340	487
exon_PfHB3_070030100-t41_1-E1	PfHB3_07	1089371	1091491	-	2121	101
exon_PfHB3_120030800-t41_1-E2	PfHB3_12	1045679	1045966	-	288	2
exon_PfHB3_120030800-t41_1-E1	PfHB3_12	1046200	1048638	-	2439	13
exon_PfHB3_060018800-t41_1-E3	PfHB3_06	561412	561851	-	440	2765
exon_PfHB3_060018800-t41_1-E2	PfHB3_06	562161	562266	-	106	714
exon_PfHB3_060018800-t41_1-E1	PfHB3_06	562550	562552	-	3	185
exon_PfHB3_070016800-t41_1-E1	PfHB3_07	549351	551418	+	2068	28
exon_PfHB3_070016800-t41_1-E2	PfHB3_07	551590	552275	+	686	24
exon_PfHB3_050015900-t41_1-E1	PfHB3_05	478962	479477	-	516	838
exon_PfHB3_140064500-t41_1-E1	PfHB3_14	2448183	2450768	-	2586	103
exon_PfHB3_140023500-t41_1-E1	PfHB3_14	765227	779173	-	13947	3056
exon_PfHB3_100032000-t41_1-E9	PfHB3_10	1102071	1102442	-	372	3
exon_PfHB3_100032000-t41_1-E8	PfHB3_10	1102624	1102716	-	93	0
exon_PfHB3_100032000-t41_1-E7	PfHB3_10	1102810	1102934	-	125	0
exon_PfHB3_100032000-t41_1-E6	PfHB3_10	1103034	1103096	-	63	6
exon_PfHB3_100032000-t41_1-E5	PfHB3_10	1103169	1103229	-	61	0
exon_PfHB3_100032000-t41_1-E4	PfHB3_10	1103338	1103421	-	84	0
exon_PfHB3_100032000-t41_1-E3	PfHB3_10	1103497	1103537	-	41	0
exon_PfHB3_100032000-t41_1-E2	PfHB3_10	1103674	1103802	-	129	2
exon_PfHB3_100032000-t41_1-E1	PfHB3_10	1103909	1103951	-	43	3
exon_PfHB3_000015800:tRNA-t41_1-E1	PfHB3_API	15130	15201	+	72	0
exon_PfHB3_140036800-t41_1-E1	PfHB3_14	1255840	1256883	+	1044	9
exon_PfHB3_010015400-t41_1-E1	PfHB3_01	388421	389167	-	747	3
exon_PfHB3_130070200-t41_1-E1	PfHB3_13	2588876	2589802	+	927	0
exon_PfHB3_130070200-t41_1-E2	PfHB3_13	2589910	2590022	+	113	1
exon_PfHB3_130070200-t41_1-E3	PfHB3_13	2590129	2590220	+	92	1
exon_PfHB3_130070200-t41_1-E4	PfHB3_13	2590314	2590424	+	111	2
exon_PfHB3_130070200-t41_1-E5	PfHB3_13	2590658	2590779	+	122	0
exon_PfHB3_130070200-t41_1-E6	PfHB3_13	2590901	2590947	+	47	0
exon_PfHB3_130070200-t41_1-E7	PfHB3_13	2591073	2591221	+	149	2
exon_PfHB3_130070200-t41_1-E8	PfHB3_13	2591417	2591497	+	81	1
exon_PfHB3_130070200-t41_1-E9	PfHB3_13	2591694	2591772	+	79	1
exon_PfHB3_130070200-t41_1-E10	PfHB3_13	2591882	2592006	+	125	1
exon_PfHB3_130070200-t41_1-E11	PfHB3_13	2592108	2592175	+	68	4
exon_PfHB3_130070200-t41_1-E12	PfHB3_13	2592265	2592396	+	132	3
exon_PfHB3_080010800-t41_1-E6	PfHB3_08	297160	297246	-	87	2
exon_PfHB3_080010800-t41_1-E5	PfHB3_08	297370	297606	-	237	28
exon_PfHB3_080010800-t41_1-E4	PfHB3_08	297707	297847	-	141	16
exon_PfHB3_080010800-t41_1-E3	PfHB3_08	297961	298053	-	93	4
exon_PfHB3_080010800-t41_1-E2	PfHB3_08	298157	298310	-	154	5
exon_PfHB3_080010800-t41_1-E1	PfHB3_08	298458	298495	-	38	1
exon_PfHB3_100043500-t41_1-E1	PfHB3_10	1535210	1536080	+	871	6
exon_PfHB3_100043500-t41_1-E2	PfHB3_10	1536166	1536735	+	570	1
exon_PfHB3_100043500-t41_1-E3	PfHB3_10	1536895	1536948	+	54	0
exon_PfHB3_100043500-t41_1-E4	PfHB3_10	1537058	1537120	+	63	0
exon_PfHB3_100043500-t41_1-E5	PfHB3_10	1537275	1537385	+	111	0
exon_PfHB3_100043500-t41_1-E6	PfHB3_10	1537546	1537731	+	186	0
exon_PfHB3_100043500-t41_1-E7	PfHB3_10	1538010	1538168	+	159	0
exon_PfHB3_100043500-t41_1-E8	PfHB3_10	1538298	1539064	+	767	4
exon_PfHB3_100043500-t41_1-E9	PfHB3_10	1539260	1540678	+	1419	7
exon_PfHB3_070035300-t41_1-E2	PfHB3_07	1329335	1329958	-	624	0
exon_PfHB3_070035300-t41_1-E1	PfHB3_07	1330033	1330101	-	69	0
exon_PfHB3_130052900-t41_1-E1	PfHB3_13	1902928	1903593	-	666	12
exon_PfHB3_140061700-t41_1-E1	PfHB3_14	2329763	2333762	+	4000	148
exon_PfHB3_140061700-t41_1-E2	PfHB3_14	2334016	2334092	+	77	8
exon_PfHB3_130065600-t41_1-E1	PfHB3_13	2380610	2382712	-	2103	247
exon_PfHB3_070035200-t41_1-E2	PfHB3_07	1326435	1327052	-	618	1
exon_PfHB3_070035200-t41_1-E1	PfHB3_07	1327147	1327215	-	69	0
exon_PfHB3_100009200-t41_1-E4	PfHB3_10	171003	171335	-	333	6
exon_PfHB3_100009200-t41_1-E3	PfHB3_10	171549	171649	-	101	9
exon_PfHB3_100009200-t41_1-E2	PfHB3_10	171770	172006	-	237	12
exon_PfHB3_100009200-t41_1-E1	PfHB3_10	172231	172363	-	133	1
exon_PfHB3_130078600-t41_1-E1	PfHB3_13	2925443	2925496	+	54	0
exon_PfHB3_130078600-t41_1-E2	PfHB3_13	2925728	2926783	+	1056	1
exon_PfHB3_140040200-t41_1-E1	PfHB3_14	1412317	1436841	-	24525	962
exon_PfHB3_110039800-t41_1-E1	PfHB3_11	1347489	1350173	-	2685	1367
exon_PfHB3_020024900-t41_1-E1	PfHB3_02	798082	798165	+	84	3
exon_PfHB3_020024900-t41_1-E2	PfHB3_02	798273	798750	+	478	13
exon_PfHB3_020024900-t41_1-E3	PfHB3_02	798853	800264	+	1412	41
exon_PfHB3_090018400-t41_1-E1	PfHB3_09	570384	572273	+	1890	110
exon_PfHB3_110022300-t41_1-E2	PfHB3_11	637300	637352	-	53	116
exon_PfHB3_110022300-t41_1-E1	PfHB3_11	637479	637878	-	400	443
exon_PfHB3_110039300-t41_1-E10	PfHB3_11	1319057	1319090	-	34	12
exon_PfHB3_110039300-t41_1-E9	PfHB3_11	1319207	1319300	-	94	36
exon_PfHB3_110039300-t41_1-E8	PfHB3_11	1319420	1319536	-	117	35
exon_PfHB3_110039300-t41_1-E7	PfHB3_11	1319663	1319720	-	58	20
exon_PfHB3_110039300-t41_1-E6	PfHB3_11	1319874	1319982	-	109	37
exon_PfHB3_110039300-t41_1-E5	PfHB3_11	1320137	1320259	-	123	55
exon_PfHB3_110039300-t41_1-E4	PfHB3_11	1320353	1320482	-	130	113
exon_PfHB3_110039300-t41_1-E3	PfHB3_11	1320586	1320666	-	81	135
exon_PfHB3_110039300-t41_1-E2	PfHB3_11	1320854	1320895	-	42	104
exon_PfHB3_110039300-t41_1-E1	PfHB3_11	1321060	1321162	-	103	105
exon_PfHB3_110039400-t41_1-E1	PfHB3_11	1324438	1324579	+	142	6
exon_PfHB3_110039400-t41_1-E2	PfHB3_11	1324766	1334949	+	10184	288
exon_PfHB3_080018100-t41_1-E2	PfHB3_08	643837	644177	-	341	68
exon_PfHB3_080018100-t41_1-E1	PfHB3_08	644336	644486	-	151	21
exon_PfHB3_020018400-t41_1-E1	PfHB3_02	537609	541331	-	3723	378
exon_PfHB3_000013400:tRNA-t41_1-E1	PfHB3_API	5805	5878	+	74	0
exon_PfHB3_130017500-t41_1-E1	PfHB3_13	512469	514052	-	1584	116
exon_PfHB3_070024100-t41_1-E1	PfHB3_07	834262	837600	+	3339	324
exon_PfHB3_070024100-t41_1-E2	PfHB3_07	837750	844940	+	7191	706
exon_PfHB3_110009900-t41_1-E3	PfHB3_11	182409	182513	-	105	4
exon_PfHB3_110009900-t41_1-E2	PfHB3_11	182637	187497	-	4861	92
exon_PfHB3_110009900-t41_1-E1	PfHB3_11	187636	188678	-	1043	38
exon_PfHB3_020010700-t41_1-E1	PfHB3_02	212223	212243	+	21	54
exon_PfHB3_020010700-t41_1-E2	PfHB3_02	212503	215187	+	2685	724
exon_PfHB3_020010700-t41_1-E3	PfHB3_02	215441	215555	+	115	77
exon_PfHB3_020010700-t41_1-E4	PfHB3_02	215705	215784	+	80	66
exon_PfHB3_110018400-t41_1-E1	PfHB3_11	495738	497192	-	1455	342
exon_PfHB3_050008800-t41_1-E8	PfHB3_05	157918	158133	-	216	83
exon_PfHB3_050008800-t41_1-E7	PfHB3_05	158365	158763	-	399	58
exon_PfHB3_050008800-t41_1-E6	PfHB3_05	158959	159138	-	180	39
exon_PfHB3_050008800-t41_1-E5	PfHB3_05	159360	159946	-	587	111
exon_PfHB3_050008800-t41_1-E4	PfHB3_05	160064	160159	-	96	52
exon_PfHB3_050008800-t41_1-E3	PfHB3_05	160263	160395	-	133	48
exon_PfHB3_050008800-t41_1-E2	PfHB3_05	160506	160649	-	144	40
exon_PfHB3_050008800-t41_1-E1	PfHB3_05	160762	161412	-	651	84
exon_PfHB3_120043600-t41_1-E1	PfHB3_12	1605916	1607439	-	1524	44
exon_PfHB3_010009500-t41_1-E1	PfHB3_01	173955	174989	-	1035	5
exon_PfHB3_000011200-t41_1-E1	PfHB3_00_38	18563	19636	+	1074	3
exon_PfHB3_080029300-t41_1-E1	PfHB3_08	1055771	1057738	+	1968	160
exon_PfHB3_020016200-t41_1-E1	PfHB3_02	446224	449973	+	3750	91
exon_PfHB3_080033000-t41_1-E2	PfHB3_08	1199433	1200383	-	951	35
exon_PfHB3_080033000-t41_1-E1	PfHB3_08	1200631	1204734	-	4104	182
exon_PfHB3_110006300-t41_1-E1	PfHB3_11	52999	53187	+	189	6
exon_PfHB3_110006300-t41_1-E2	PfHB3_11	53301	53387	+	87	5
exon_PfHB3_050027700-t41_1-E1	PfHB3_05	954721	954907	+	187	7
exon_PfHB3_050027700-t41_1-E2	PfHB3_05	955028	955077	+	50	12
exon_PfHB3_050027700-t41_1-E3	PfHB3_05	955173	955274	+	102	14
exon_PfHB3_050027700-t41_1-E4	PfHB3_05	955401	955537	+	137	13
exon_PfHB3_050027700-t41_1-E5	PfHB3_05	955772	955829	+	58	3
exon_PfHB3_040019200-t41_1-E1	PfHB3_04	577055	583765	-	6711	112
exon_PfHB3_090026600-t41_1-E1	PfHB3_09	870841	870960	+	120	1
exon_PfHB3_090026600-t41_1-E2	PfHB3_09	871058	871197	+	140	0
exon_PfHB3_090026600-t41_1-E3	PfHB3_09	871307	871407	+	101	1
exon_PfHB3_090026600-t41_1-E4	PfHB3_09	871513	871588	+	76	1
exon_PfHB3_090026600-t41_1-E5	PfHB3_09	871699	871751	+	53	2
exon_PfHB3_090026600-t41_1-E6	PfHB3_09	871842	871912	+	71	3
exon_PfHB3_090026600-t41_1-E7	PfHB3_09	872043	873614	+	1572	7
exon_PfHB3_090026600-t41_1-E8	PfHB3_09	873722	874051	+	330	1
exon_PfHB3_030007100-t41_1-E1	PfHB3_03	106403	106894	-	492	233
exon_PfHB3_030028800-t41_1-E1	PfHB3_03	963277	964446	+	1170	0
exon_PfHB3_010007500-t41_1-E1	PfHB3_01	89007	91760	-	2754	739
exon_PfHB3_060015700-t41_1-E1	PfHB3_06	427022	429505	-	2484	166
exon_PfHB3_140077300-t41_1-E1	PfHB3_14	2964988	2965752	+	765	11
exon_PfHB3_140020700-t41_1-E2	PfHB3_14	634246	634680	-	435	369
exon_PfHB3_140020700-t41_1-E1	PfHB3_14	634991	635161	-	171	202
exon_PfHB3_130032600-t41_1-E3	PfHB3_13	1119413	1119486	-	74	35
exon_PfHB3_130032600-t41_1-E2	PfHB3_13	1119613	1119775	-	163	9
exon_PfHB3_130032600-t41_1-E1	PfHB3_13	1119859	1120419	-	561	14
exon_PfHB3_040019800-t41_1-E1	PfHB3_04	598580	601195	+	2616	27
exon_PfHB3_130065000-t41_1-E1	PfHB3_13	2350389	2352248	+	1860	266
exon_PfHB3_010017900-t41_1-E2	PfHB3_01	496608	497570	-	963	24
exon_PfHB3_010017900-t41_1-E1	PfHB3_01	497673	497741	-	69	0
exon_PfHB3_140078300-t41_1-E7	PfHB3_14	3002851	3003000	-	150	27
exon_PfHB3_140078300-t41_1-E6	PfHB3_14	3003124	3003221	-	98	26
exon_PfHB3_140078300-t41_1-E5	PfHB3_14	3003337	3003392	-	56	15
exon_PfHB3_140078300-t41_1-E4	PfHB3_14	3003539	3003594	-	56	8
exon_PfHB3_140078300-t41_1-E3	PfHB3_14	3003666	3004016	-	351	46
exon_PfHB3_140078300-t41_1-E2	PfHB3_14	3004141	3004209	-	69	20
exon_PfHB3_140078300-t41_1-E1	PfHB3_14	3004388	3004699	-	312	11
exon_PfHB3_130058000-t41_1-E1	PfHB3_13	2088831	2088878	+	48	23
exon_PfHB3_130058000-t41_1-E2	PfHB3_13	2089055	2089114	+	60	38
exon_PfHB3_130058000-t41_1-E3	PfHB3_13	2089293	2093138	+	3846	901
exon_PfHB3_040019400-t41_1-E1	PfHB3_04	591063	591689	-	627	329
exon_PfHB3_090012900-t41_1-E3	PfHB3_09	354962	355084	-	123	2
exon_PfHB3_090012900-t41_1-E2	PfHB3_09	355345	355419	-	75	2
exon_PfHB3_090012900-t41_1-E1	PfHB3_09	355553	356785	-	1233	8
exon_PfHB3_020012900-t41_1-E1	PfHB3_02	312643	313545	-	903	477
exon_PfHB3_110008100-t41_1-E1	PfHB3_11	121772	122183	+	412	15
exon_PfHB3_110008100-t41_1-E2	PfHB3_11	122318	122650	+	333	25
exon_PfHB3_110008100-t41_1-E3	PfHB3_11	122767	122880	+	114	7
exon_PfHB3_110008100-t41_1-E4	PfHB3_11	122995	123064	+	70	8
exon_PfHB3_110008100-t41_1-E5	PfHB3_11	123190	123252	+	63	5
exon_PfHB3_110008100-t41_1-E6	PfHB3_11	123384	123460	+	77	5
exon_PfHB3_110008100-t41_1-E7	PfHB3_11	123588	123647	+	60	6
exon_PfHB3_110008100-t41_1-E8	PfHB3_11	123773	123823	+	51	4
exon_PfHB3_110008100-t41_1-E9	PfHB3_11	123987	124060	+	74	4
exon_PfHB3_120050400-t41_1-E1	PfHB3_12	1902347	1902395	+	49	2
exon_PfHB3_120050400-t41_1-E2	PfHB3_12	1902662	1902705	+	44	4
exon_PfHB3_120050400-t41_1-E3	PfHB3_12	1902964	1903038	+	75	14
exon_PfHB3_120050400-t41_1-E4	PfHB3_12	1903156	1903254	+	99	19
exon_PfHB3_120050400-t41_1-E5	PfHB3_12	1903339	1903387	+	49	17
exon_PfHB3_120050400-t41_1-E6	PfHB3_12	1903524	1903582	+	59	23
exon_PfHB3_120050400-t41_1-E7	PfHB3_12	1903682	1903721	+	40	22
exon_PfHB3_120050400-t41_1-E8	PfHB3_12	1903895	1903971	+	77	29
exon_PfHB3_120050400-t41_1-E9	PfHB3_12	1904082	1904135	+	54	18
exon_PfHB3_120050400-t41_1-E10	PfHB3_12	1904273	1904341	+	69	16
exon_PfHB3_120050400-t41_1-E11	PfHB3_12	1904532	1905299	+	768	36
exon_PfHB3_020025400-t41_1-E3	PfHB3_02	823200	823619	-	420	0
exon_PfHB3_020025400-t41_1-E2	PfHB3_02	823621	823731	-	111	0
exon_PfHB3_020025400-t41_1-E1	PfHB3_02	823872	823949	-	78	0
exon_PfHB3_050024800-t41_1-E2	PfHB3_05	832454	833076	-	623	167
exon_PfHB3_050024800-t41_1-E1	PfHB3_05	833261	834758	-	1498	478
exon_PfHB3_050023500-t41_1-E1	PfHB3_05	775083	778403	-	3321	677
exon_PfHB3_020008200-t41_1-E4	PfHB3_02	138876	138889	-	14	32
exon_PfHB3_020008200-t41_1-E3	PfHB3_02	139008	139175	-	168	51
exon_PfHB3_020008200-t41_1-E2	PfHB3_02	139498	139587	-	90	21
exon_PfHB3_020008200-t41_1-E1	PfHB3_02	139698	139701	-	4	9
exon_PfHB3_120046200-t41_1-E1	PfHB3_12	1762729	1764432	-	1704	8
exon_PfHB3_000014700-t41_1-E1	PfHB3_API	9341	9730	+	390	0
exon_PfHB3_100009900-t41_1-E2	PfHB3_10	185804	186594	-	791	1
exon_PfHB3_100009900-t41_1-E1	PfHB3_10	186759	186768	-	10	0
exon_PfHB3_130048400-t41_1-E1	PfHB3_13	1686456	1689185	+	2730	267
exon_PfHB3_130066100-t41_1-E1	PfHB3_13	2404687	2410668	+	5982	565
exon_PfHB3_110038500-t41_1-E1	PfHB3_11	1292994	1293056	+	63	1
exon_PfHB3_110038500-t41_1-E2	PfHB3_11	1293253	1293378	+	126	2
exon_PfHB3_110038500-t41_1-E3	PfHB3_11	1293517	1293598	+	82	2
exon_PfHB3_110038500-t41_1-E4	PfHB3_11	1293712	1293879	+	168	3
exon_PfHB3_110038500-t41_1-E5	PfHB3_11	1294008	1294156	+	149	2
exon_PfHB3_110038500-t41_1-E6	PfHB3_11	1294341	1294388	+	48	0
exon_PfHB3_110038500-t41_1-E7	PfHB3_11	1294479	1294544	+	66	0
exon_PfHB3_120045800-t41_1-E1	PfHB3_12	1742081	1747306	+	5226	714
exon_PfHB3_120045800-t41_1-E2	PfHB3_12	1748075	1749367	+	1293	106
exon_PfHB3_060015800-t41_1-E1	PfHB3_06	438125	439207	-	1083	10
exon_PfHB3_110046100-t41_1-E1	PfHB3_11	1637977	1639125	+	1149	19
exon_PfHB3_110022100-t41_1-E1	PfHB3_11	633230	634345	-	1116	87
exon_PfHB3_130053800-t41_1-E2	PfHB3_13	1926875	1927456	-	582	5651
exon_PfHB3_130053800-t41_1-E1	PfHB3_13	1927718	1928254	-	537	4056
exon_PfHB3_050015600:tRNA-t41_1-E1	PfHB3_05	462550	462631	+	82	0
exon_PfHB3_140084000-t41_1-E1	PfHB3_14	3278821	3281283	+	2463	381
exon_PfHB3_130036900-t41_1-E1	PfHB3_13	1314042	1316240	+	2199	148
exon_PfHB3_140069900-t41_1-E1	PfHB3_14	2634883	2637200	+	2318	12
exon_PfHB3_140069900-t41_1-E2	PfHB3_14	2637311	2637749	+	439	4
exon_PfHB3_000006400-t41_1-E1	PfHB3_00_1	40181	45502	+	5322	88
exon_PfHB3_000006400-t41_1-E2	PfHB3_00_1	46370	47767	+	1398	82
exon_PfHB3_110044500-t41_1-E1	PfHB3_11	1584013	1584264	+	252	40
exon_PfHB3_110044500-t41_1-E2	PfHB3_11	1584483	1584582	+	100	4
exon_PfHB3_110044500-t41_1-E3	PfHB3_11	1584738	1584850	+	113	7
exon_PfHB3_110044500-t41_1-E4	PfHB3_11	1584933	1585007	+	75	10
exon_PfHB3_110044500-t41_1-E5	PfHB3_11	1585139	1585660	+	522	67
exon_PfHB3_080027300-t41_1-E1	PfHB3_08	988186	988232	+	47	204
exon_PfHB3_080027300-t41_1-E2	PfHB3_08	988469	988585	+	117	355
exon_PfHB3_080027300-t41_1-E3	PfHB3_08	988685	988763	+	79	256
exon_PfHB3_130078000-t41_1-E1	PfHB3_13	2908718	2908873	+	156	3
exon_PfHB3_130078000-t41_1-E2	PfHB3_13	2908975	2910969	+	1995	1486
exon_PfHB3_080013700-t41_1-E1	PfHB3_08	417014	417082	+	69	0
exon_PfHB3_080013700-t41_1-E2	PfHB3_08	417243	418301	+	1059	0
exon_PfHB3_140066200-t41_1-E1	PfHB3_14	2499428	2504296	+	4869	126
exon_PfHB3_060036000-t41_1-E1	PfHB3_06	1273917	1273985	+	69	0
exon_PfHB3_060036000-t41_1-E2	PfHB3_06	1274132	1275100	+	969	3
exon_PfHB3_100018200-t41_1-E1	PfHB3_10	493240	493308	+	69	6
exon_PfHB3_100018200-t41_1-E2	PfHB3_10	493737	493824	+	88	46
exon_PfHB3_100018200-t41_1-E3	PfHB3_10	493952	494933	+	982	488
exon_PfHB3_100018200-t41_1-E4	PfHB3_10	495035	495353	+	319	48
exon_PfHB3_100018200-t41_1-E5	PfHB3_10	495658	495660	+	3	0
exon_PfHB3_140057100-t41_1-E1	PfHB3_14	2142295	2146176	+	3882	109
exon_PfHB3_130028900-t41_1-E1	PfHB3_13	982372	982504	+	133	22
exon_PfHB3_130028900-t41_1-E2	PfHB3_13	982603	982671	+	69	19
exon_PfHB3_130028900-t41_1-E3	PfHB3_13	982823	983259	+	437	48
exon_PfHB3_130028900-t41_1-E4	PfHB3_13	983382	983570	+	189	29
exon_PfHB3_130028900-t41_1-E5	PfHB3_13	983654	983767	+	114	10
exon_PfHB3_130028900-t41_1-E6	PfHB3_13	983907	984995	+	1089	79
exon_PfHB3_020015100-t41_1-E1	PfHB3_02	403936	407979	+	4044	24
exon_PfHB3_020015600-t41_1-E1	PfHB3_02	428259	431633	+	3375	3
exon_PfHB3_140067700-t41_1-E1	PfHB3_14	2551883	2552248	-	366	1
exon_PfHB3_120038600-t41_1-E2	PfHB3_12	1402703	1402852	-	150	2
exon_PfHB3_120038600-t41_1-E1	PfHB3_12	1403079	1404194	-	1116	11
exon_PfHB3_020013000-t41_1-E1	PfHB3_02	314527	319818	+	5292	128
exon_PfHB3_110043500-t41_1-E1	PfHB3_11	1528483	1528806	+	324	104
exon_PfHB3_110043500-t41_1-E2	PfHB3_11	1528907	1529086	+	180	47
exon_PfHB3_010007000-t41_1-E1	PfHB3_01	71611	73437	-	1827	12
exon_PfHB3_070009300-t41_1-E1	PfHB3_07	235058	237535	+	2478	234
exon_PfHB3_060031300-t41_1-E1	PfHB3_06	1038889	1044045	+	5157	1496
exon_PfHB3_120030000-t41_1-E1	PfHB3_12	1017131	1020682	-	3552	595
exon_PfHB3_130019300-t41_1-E1	PfHB3_13	579716	579775	+	60	47
exon_PfHB3_130019300-t41_1-E2	PfHB3_13	580010	580068	+	59	105
exon_PfHB3_130019300-t41_1-E3	PfHB3_13	580321	583984	+	3664	1664
exon_PfHB3_020019600-t41_1-E7	PfHB3_02	599065	599123	-	59	25
exon_PfHB3_020019600-t41_1-E6	PfHB3_02	599330	599381	-	52	42
exon_PfHB3_020019600-t41_1-E5	PfHB3_02	599484	599559	-	76	51
exon_PfHB3_020019600-t41_1-E4	PfHB3_02	599710	600096	-	387	84
exon_PfHB3_020019600-t41_1-E3	PfHB3_02	600280	600509	-	230	55
exon_PfHB3_020019600-t41_1-E2	PfHB3_02	600659	600694	-	36	16
exon_PfHB3_020019600-t41_1-E1	PfHB3_02	600839	600895	-	57	8
exon_PfHB3_090017500-t41_1-E1	PfHB3_09	544464	546347	-	1884	494
exon_PfHB3_110011100-t41_1-E1	PfHB3_11	241180	243114	+	1935	852
exon_PfHB3_130019000-t41_1-E1	PfHB3_13	561101	562390	+	1290	127
exon_PfHB3_110050900-t41_1-E1	PfHB3_11	1827507	1828160	-	654	132
exon_PfHB3_140027900-t41_1-E1	PfHB3_14	927953	929092	-	1140	80
exon_PfHB3_090022500-t41_1-E1	PfHB3_09	715596	716909	+	1314	23
exon_PfHB3_120034200-t41_1-E1	PfHB3_12	1203667	1203753	+	87	162
exon_PfHB3_120034200-t41_1-E2	PfHB3_12	1203900	1205441	+	1542	1513
exon_PfHB3_100017500-t41_1-E2	PfHB3_10	453141	454568	-	1428	395
exon_PfHB3_100017500-t41_1-E1	PfHB3_10	454663	456900	-	2238	450
exon_PfHB3_140052700-t41_1-E1	PfHB3_14	1963586	1963592	+	7	340
exon_PfHB3_140052700-t41_1-E2	PfHB3_14	1963930	1964008	+	79	731
exon_PfHB3_140052700-t41_1-E3	PfHB3_14	1964150	1964735	+	586	2088
exon_PfHB3_140052700-t41_1-E4	PfHB3_14	1964890	1965036	+	147	531
exon_PfHB3_140046600-t41_1-E1	PfHB3_14	1702846	1703028	+	183	9
exon_PfHB3_140046600-t41_1-E2	PfHB3_14	1703161	1703281	+	121	15
exon_PfHB3_140046600-t41_1-E3	PfHB3_14	1703450	1703574	+	125	13
exon_PfHB3_140046600-t41_1-E4	PfHB3_14	1703691	1703771	+	81	11
exon_PfHB3_140046600-t41_1-E5	PfHB3_14	1703885	1703995	+	111	24
exon_PfHB3_140046600-t41_1-E6	PfHB3_14	1704133	1704216	+	84	21
exon_PfHB3_130062400-t41_1-E1	PfHB3_13	2248053	2249270	+	1218	162
exon_PfHB3_140083700-t41_1-E1	PfHB3_14	3253878	3253943	+	66	0
exon_PfHB3_140083700-t41_1-E2	PfHB3_14	3254062	3254373	+	312	0
exon_PfHB3_140083700-t41_1-E3	PfHB3_14	3254375	3254791	+	417	0
exon_PfHB3_140008500:snoRNA-t41_1-E1	PfHB3_14	128594	128679	-	86	6
exon_PfHB3_010011900-t41_1-E1	PfHB3_01	272049	272876	-	828	17
exon_PfHB3_140056700-t41_1-E1	PfHB3_14	2118541	2120955	-	2415	48
exon_PfHB3_090005900-t41_1-E1	PfHB3_09	41468	41521	+	54	0
exon_PfHB3_090005900-t41_1-E2	PfHB3_09	41677	42714	+	1038	1
exon_PfHB3_000007200-t41_1-E1	PfHB3_00_14	805	1715	+	911	0
exon_PfHB3_000007200-t41_1-E2	PfHB3_00_14	1804	2020	+	217	0
exon_PfHB3_110033100-t41_1-E1	PfHB3_11	1070064	1070606	-	543	40
exon_PfHB3_040027000-t41_1-E1	PfHB3_04	932225	936952	-	4728	1262
exon_PfHB3_090005500-t41_1-E1	PfHB3_09	21644	22897	+	1254	1
exon_PfHB3_090005500-t41_1-E2	PfHB3_09	22899	29213	+	6315	25
exon_PfHB3_090005500-t41_1-E3	PfHB3_09	30219	31553	+	1335	61
exon_PfHB3_110035800-t41_1-E1	PfHB3_11	1173880	1174701	+	822	75
exon_PfHB3_140082200-t41_1-E1	PfHB3_14	3193590	3193781	+	192	0
exon_PfHB3_140082200-t41_1-E2	PfHB3_14	3193873	3196719	+	2847	132
exon_PfHB3_120010500-t41_1-E1	PfHB3_12	223375	224319	+	945	17
exon_PfHB3_130023100-t41_1-E1	PfHB3_13	726746	726910	+	165	0
exon_PfHB3_130023100-t41_1-E2	PfHB3_13	727179	727777	+	599	2
exon_PfHB3_130023100-t41_1-E3	PfHB3_13	727892	728999	+	1108	7
exon_PfHB3_140020100-t41_1-E1	PfHB3_14	598546	599772	-	1227	165
exon_PfHB3_050023800-t41_1-E7	PfHB3_05	795051	795067	-	17	0
exon_PfHB3_050023800-t41_1-E6	PfHB3_05	795175	795307	-	133	1
exon_PfHB3_050023800-t41_1-E5	PfHB3_05	795387	795452	-	66	1
exon_PfHB3_050023800-t41_1-E4	PfHB3_05	795607	795623	-	17	0
exon_PfHB3_050023800-t41_1-E3	PfHB3_05	795734	795823	-	90	0
exon_PfHB3_050023800-t41_1-E2	PfHB3_05	795954	795969	-	16	0
exon_PfHB3_050023800-t41_1-E1	PfHB3_05	796133	796405	-	273	0
exon_PfHB3_100013100-t41_1-E3	PfHB3_10	311315	311603	-	289	116
exon_PfHB3_100013100-t41_1-E2	PfHB3_10	311769	312721	-	953	231
